FIPS,Table,Line code,Area Name,state,state code,pop1990,pop1995,pop2000,pop2005,GDP_PC90,GDP_PC95,GDP_PC100,GDP_PC105,,,,,,,,,,,,,,,,,
31021,CA04 ,10,Burt,Nebraska,31000,7880,7831,7789,7222,0.018093793,0.022832717,0.026985501,0.032830013,,,,,,,,,,,,,,,,,
31023,CA04 ,10,Butler,Nebraska,31000,8580,8678,8857,8510,0.019482453,0.022510959,0.026878694,0.031405257,,,,,,,,,,,,,,,,,
31025,CA04 ,10,Cass,Nebraska,31000,21359,22533,24393,25373,0.019755531,0.025635294,0.032202199,0.03989477,,,,,,,,,,,,,,,,,
31027,CA04 ,10,Cedar,Nebraska,31000,10130,10056,9580,8930,0.017998777,0.022884932,0.027549614,0.037118908,,,,,,,,,,,,,,,,,
31029,CA04 ,10,Chase,Nebraska,31000,4404,4180,4047,3818,0.022201296,0.026321216,0.028622767,0.035363516,,,,,,,,,,,,,,,,,
31031,CA04 ,10,Cherry,Nebraska,31000,6283,6340,6147,5911,0.018656581,0.020692126,0.024274513,0.031320995,,,,,,,,,,,,,,,,,
31033,CA04 ,10,Cheyenne,Nebraska,31000,9488,9774,9824,9952,0.020875379,0.025940463,0.028144095,0.040132477,,,,,,,,,,,,,,,,,
31035,CA04 ,10,Clay,Nebraska,31000,7117,7216,7025,6489,0.023789321,0.025256216,0.029071984,0.032644605,,,,,,,,,,,,,,,,,
31037,CA04 ,10,Colfax,Nebraska,31000,9161,10107,10448,10148,0.021002597,0.022889179,0.02804478,0.032751901,,,,,,,,,,,,,,,,,
31039,CA04 ,10,Cuming,Nebraska,31000,10109,10275,10174,9621,0.027307187,0.030758895,0.033243393,0.040372453,,,,,,,,,,,,,,,,,
31041,CA04 ,10,Custer,Nebraska,31000,12277,12333,11781,11122,0.019725131,0.023271301,0.02683306,0.035768015,,,,,,,,,,,,,,,,,
31043,CA04 ,10,Dakota,Nebraska,31000,16829,18752,20273,19989,0.017398221,0.023010474,0.024934208,0.02928119,,,,,,,,,,,,,,,,,
31045,CA04 ,10,Dawes,Nebraska,31000,8972,9318,9035,8790,0.015001476,0.018884048,0.020998754,0.026880172,,,,,,,,,,,,,,,,,
31047,CA04 ,10,Dawson,Nebraska,31000,20032,23456,24386,24294,0.020305336,0.024756499,0.025674931,0.02919484,,,,,,,,,,,,,,,,,
31049,CA04 ,10,Deuel,Nebraska,31000,2244,2128,2100,1934,0.020872588,0.026984049,0.024400393,0.032957274,,,,,,,,,,,,,,,,,
31051,CA04 ,10,Dixon,Nebraska,31000,6148,6310,6316,6138,0.020357345,0.024777304,0.029345972,0.035985072,,,,,,,,,,,,,,,,,
31053,CA04 ,10,Dodge,Nebraska,31000,34499,35019,36220,35834,0.018938659,0.024843209,0.029266138,0.034443484,,,,,,,,,,,,,,,,,
31055,CA04 ,10,Douglas,Nebraska,31000,417941,440876,464674,486497,0.02536994,0.033466671,0.040680158,0.051437182,,,,,,,,,,,,,,,,,
31057,CA04 ,10,Dundy,Nebraska,31000,2583,2520,2292,2084,0.024839889,0.028760201,0.031613664,0.03715441,,,,,,,,,,,,,,,,,
31059,CA04 ,10,Fillmore,Nebraska,31000,7088,6839,6613,6174,0.025541563,0.02844147,0.030774379,0.035855175,,,,,,,,,,,,,,,,,
31061,CA04 ,10,Franklin,Nebraska,31000,3932,3793,3548,3363,0.018919533,0.021617303,0.025612274,0.031076305,,,,,,,,,,,,,,,,,
31063,CA04 ,10,Frontier,Nebraska,31000,3094,3124,3087,2789,0.018532421,0.022664595,0.023232166,0.034439788,,,,,,,,,,,,,,,,,
31065,CA04 ,10,Furnas,Nebraska,31000,5530,5618,5290,4847,0.021782765,0.023539097,0.026241619,0.030794264,,,,,,,,,,,,,,,,,
31067,CA04 ,10,Gage,Nebraska,31000,22813,22883,22975,23043,0.020591619,0.024416292,0.02983958,0.036689218,,,,,,,,,,,,,,,,,
31069,CA04 ,10,Garden,Nebraska,31000,2452,2339,2280,1955,0.019041562,0.023840566,0.023031862,0.034401753,,,,,,,,,,,,,,,,,
31071,CA04 ,10,Garfield,Nebraska,31000,2148,2008,1891,1785,0.017660837,0.022390597,0.027718325,0.033636949,,,,,,,,,,,,,,,,,
31073,CA04 ,10,Gosper,Nebraska,31000,1928,2115,2141,2004,0.023302624,0.023226206,0.027233418,0.032395221,,,,,,,,,,,,,,,,,
31075,CA04 ,10,Grant,Nebraska,31000,759,792,746,646,0.01570215,0.013049296,0.011349438,0.017558334,,,,,,,,,,,,,,,,,
31077,CA04 ,10,Greeley,Nebraska,31000,3000,2902,2705,2424,0.020509733,0.020719963,0.024190745,0.031702757,,,,,,,,,,,,,,,,,
31079,CA04 ,10,Hall,Nebraska,31000,49118,52115,53492,54277,0.019672283,0.025209306,0.02912562,0.036609445,,,,,,,,,,,,,,,,,
31081,CA04 ,10,Hamilton,Nebraska,31000,8853,9156,9380,9341,0.021543188,0.025980944,0.026672796,0.03293283,,,,,,,,,,,,,,,,,
31083,CA04 ,10,Harlan,Nebraska,31000,3806,3771,3770,3456,0.022590502,0.02215342,0.024652541,0.031005405,,,,,,,,,,,,,,,,,
31085,CA04 ,10,Hayes,Nebraska,31000,1220,1152,1070,1042,0.028975596,0.025181286,0.019774844,0.027785593,,,,,,,,,,,,,,,,,
31087,CA04 ,10,Hitchcock,Nebraska,31000,3744,3305,3104,2901,0.018016193,0.021043568,0.019522669,0.027832571,,,,,,,,,,,,,,,,,
31089,CA04 ,10,Holt,Nebraska,31000,12577,12212,11487,10623,0.020038815,0.024943017,0.026047636,0.034495543,,,,,,,,,,,,,,,,,
31091,CA04 ,10,Hooker,Nebraska,31000,799,781,782,741,0.016618297,0.017884418,0.015458731,0.023045809,,,,,,,,,,,,,,,,,
31093,CA04 ,10,Howard,Nebraska,31000,6043,6381,6542,6527,0.017981338,0.020681403,0.025247454,0.032298612,,,,,,,,,,,,,,,,,
31095,CA04 ,10,Jefferson,Nebraska,31000,8746,8513,8338,7797,0.020145732,0.021624091,0.026612134,0.034513518,,,,,,,,,,,,,,,,,
31097,CA04 ,10,Johnson,Nebraska,31000,4666,4584,4481,4596,0.019808856,0.021213173,0.025051137,0.032554135,,,,,,,,,,,,,,,,,
31099,CA04 ,10,Kearney,Nebraska,31000,6622,6600,6886,6653,0.023685071,0.027980528,0.0306727,0.03676285,,,,,,,,,,,,,,,,,
31101,CA04 ,10,Keith,Nebraska,31000,8578,8743,8860,8121,0.017629834,0.022309036,0.024899107,0.030943496,,,,,,,,,,,,,,,,,
31103,CA04 ,10,Keya Paha,Nebraska,31000,1025,1032,979,890,0.014630144,0.012314696,0.018060485,0.027704301,,,,,,,,,,,,,,,,,
31105,CA04 ,10,Kimball,Nebraska,31000,4071,4194,4058,3779,0.020955749,0.026789467,0.026850164,0.033107627,,,,,,,,,,,,,,,,,
31107,CA04 ,10,Knox,Nebraska,31000,9546,9620,9334,8721,0.018962972,0.020401297,0.023647111,0.030351179,,,,,,,,,,,,,,,,,
31109,CA04 ,10,Lancaster,Nebraska,31000,214655,234282,251378,267987,0.021824542,0.028313038,0.034232686,0.040441517,,,,,,,,,,,,,,,,,
31111,CA04 ,10,Lincoln,Nebraska,31000,32511,33858,34635,35164,0.019109669,0.023823278,0.027943654,0.034839851,,,,,,,,,,,,,,,,,
31113,CA04 ,10,Logan,Nebraska,31000,872,805,773,739,0.017987358,0.021250141,0.022235091,0.03036183,,,,,,,,,,,,,,,,,
31115,CA04 ,10,Loup,Nebraska,31000,680,708,710,669,0.012319658,0.008701481,0.008779819,0.01362239,,,,,,,,,,,,,,,,,
31117,CA04 ,10,McPherson,Nebraska,31000,551,553,531,495,0.016775925,0.009813903,0.013664436,0.022119458,,,,,,,,,,,,,,,,,
31119,CA04 ,10,Madison,Nebraska,31000,32709,35092,35183,35392,0.019602796,0.024673288,0.027716076,0.035162544,,,,,,,,,,,,,,,,,
31121,CA04 ,10,Merrick,Nebraska,31000,8057,8318,8164,7822,0.020357608,0.022995435,0.026670618,0.031908828,,,,,,,,,,,,,,,,,
31123,CA04 ,10,Morrill,Nebraska,31000,5428,5446,5437,5038,0.019597188,0.021372843,0.022196242,0.030957228,,,,,,,,,,,,,,,,,
31125,CA04 ,10,Nance,Nebraska,31000,4259,4202,4038,3660,0.019111442,0.020378899,0.023174861,0.034040819,,,,,,,,,,,,,,,,,
31127,CA04 ,10,Nemaha,Nebraska,31000,7972,7931,7567,7052,0.019486342,0.024975091,0.031095158,0.038220187,,,,,,,,,,,,,,,,,
31129,CA04 ,10,Nuckolls,Nebraska,31000,5762,5463,5028,4676,0.019650429,0.021714447,0.024618183,0.03110699,,,,,,,,,,,,,,,,,
31131,CA04 ,10,Otoe,Nebraska,31000,14216,14572,15430,15373,0.018796907,0.023413691,0.027488119,0.033634009,,,,,,,,,,,,,,,,,
31133,CA04 ,10,Pawnee,Nebraska,31000,3306,3266,3083,2804,0.020989037,0.020026699,0.027806183,0.035961356,,,,,,,,,,,,,,,,,
31135,CA04 ,10,Perkins,Nebraska,31000,3366,3314,3177,3034,0.024311983,0.027878972,0.028047172,0.034529507,,,,,,,,,,,,,,,,,
31137,CA04 ,10,Phelps,Nebraska,31000,9701,9910,9733,9333,0.024703521,0.029701367,0.031516836,0.038557609,,,,,,,,,,,,,,,,,
31139,CA04 ,10,Pierce,Nebraska,31000,7815,7876,7837,7464,0.019210498,0.0219191,0.024873711,0.032950369,,,,,,,,,,,,,,,,,
31141,CA04 ,10,Platte,Nebraska,31000,29864,31129,31521,31126,0.020475582,0.025372504,0.028829851,0.034733278,,,,,,,,,,,,,,,,,
31143,CA04 ,10,Polk,Nebraska,31000,5653,5742,5613,5279,0.023642735,0.025569889,0.028110892,0.03462904,,,,,,,,,,,,,,,,,
31145,CA04 ,10,Red Willow,Nebraska,31000,11672,11451,11447,11027,0.019100815,0.023672149,0.026753266,0.033477295,,,,,,,,,,,,,,,,,
31147,CA04 ,10,Richardson,Nebraska,31000,9963,9801,9503,8663,0.01903165,0.02219019,0.02689472,0.034566525,,,,,,,,,,,,,,,,,
31149,CA04 ,10,Rock,Nebraska,31000,2009,1862,1755,1525,0.021759255,0.021296245,0.021628287,0.027416565,,,,,,,,,,,,,,,,,
31151,CA04 ,10,Saline,Nebraska,31000,12711,13352,13862,13941,0.019354638,0.022585439,0.025783976,0.034156486,,,,,,,,,,,,,,,,,
31153,CA04 ,10,Sarpy,Nebraska,31000,103024,111590,123152,139094,0.021146726,0.026272336,0.031641994,0.040450168,,,,,,,,,,,,,,,,,
31155,CA04 ,10,Saunders,Nebraska,31000,18352,19334,19852,20201,0.018089942,0.023253497,0.03019872,0.038707226,,,,,,,,,,,,,,,,,
31157,CA04 ,10,Scotts Bluff,Nebraska,31000,35992,37107,36966,36237,0.019099244,0.023438598,0.027900445,0.033653314,,,,,,,,,,,,,,,,,
31159,CA04 ,10,Seward,Nebraska,31000,15489,16216,16531,16613,0.020171698,0.024724187,0.030740689,0.036980999,,,,,,,,,,,,,,,,,
31161,CA04 ,10,Sheridan,Nebraska,31000,6690,6555,6175,5582,0.017302061,0.020156526,0.022817997,0.028492352,,,,,,,,,,,,,,,,,
31163,CA04 ,10,Sherman,Nebraska,31000,3702,3526,3297,3088,0.015676828,0.016927592,0.020361576,0.029457503,,,,,,,,,,,,,,,,,
31165,CA04 ,10,Sioux,Nebraska,31000,1539,1618,1470,1402,0.017349318,0.013586507,0.014469687,0.024755056,,,,,,,,,,,,,,,,,
31167,CA04 ,10,Stanton,Nebraska,31000,6282,6396,6424,6443,0.019212417,0.021066764,0.025001592,0.033726694,,,,,,,,,,,,,,,,,
31169,CA04 ,10,Thayer,Nebraska,31000,6610,6396,6033,5336,0.021025095,0.023137268,0.027654047,0.036434295,,,,,,,,,,,,,,,,,
31171,CA04 ,10,Thomas,Nebraska,31000,850,771,731,607,0.013968657,0.016722564,0.01799967,0.024336711,,,,,,,,,,,,,,,,,
31173,CA04 ,10,Thurston,Nebraska,31000,6934,7203,7157,7233,0.015594516,0.01825058,0.020660695,0.02772928,,,,,,,,,,,,,,,,,
31175,CA04 ,10,Valley,Nebraska,31000,5169,4998,4644,4330,0.021101884,0.021377837,0.023290961,0.030782221,,,,,,,,,,,,,,,,,
31177,CA04 ,10,Washington,Nebraska,31000,16638,17694,18792,19626,0.021898547,0.027537964,0.033954708,0.041190886,,,,,,,,,,,,,,,,,
31179,CA04 ,10,Wayne,Nebraska,31000,9375,9948,9807,9461,0.01727972,0.020608719,0.02393408,0.032375464,,,,,,,,,,,,,,,,,
31181,CA04 ,10,Webster,Nebraska,31000,4276,4221,4053,3696,0.023114086,0.022297762,0.026795945,0.0354323,,,,,,,,,,,,,,,,,
31183,CA04 ,10,Wheeler,Nebraska,31000,947,934,882,804,0.027362975,0.034702417,0.027893181,0.035251125,,,,,,,,,,,,,,,,,
31185,CA04 ,10,York,Nebraska,31000,14421,14762,14571,14119,0.021665671,0.026207283,0.02980287,0.037265247,,,,,,,,,,,,,,,,,
32001,CA04 ,10,Churchill,Nevada,32000,18039,21197,24008,24433,0.020302925,0.025141136,0.030085243,0.043147552,,,,,,,,,,,,,,,,,
32003,CA04 ,10,Clark,Nevada,32000,756170,1035847,1393240,1702957,0.025753427,0.03067436,0.035522118,0.046042159,,,,,,,,,,,,,,,,,
32005,CA04 ,10,Douglas,Nevada,32000,28010,36121,41426,45679,0.033414861,0.039130465,0.047495642,0.06352913,,,,,,,,,,,,,,,,,
32007,CA04 ,10,Elko,Nevada,32000,34142,41363,45235,44403,0.02381888,0.028658159,0.029571149,0.03822204,,,,,,,,,,,,,,,,,
32009,CA04 ,10,Esmeralda,Nevada,32000,1343,1127,972,770,0.018416033,0.022081039,0.029265171,0.04486817,,,,,,,,,,,,,,,,,
32011,CA04 ,10,Eureka,Nevada,32000,1539,1356,1627,1377,0.030018349,0.032603772,0.028080792,0.037528867,,,,,,,,,,,,,,,,,
32013,CA04 ,10,Humboldt,Nevada,32000,12933,15183,15899,16967,0.024676502,0.029386611,0.029681616,0.034639239,,,,,,,,,,,,,,,,,
32015,CA04 ,10,Lander,Nevada,32000,6291,6107,5694,4871,0.024373812,0.028358692,0.030725606,0.042963009,,,,,,,,,,,,,,,,,
32017,CA04 ,10,Lincoln,Nevada,32000,3810,3881,4172,4344,0.023459811,0.021881241,0.022306957,0.027721758,,,,,,,,,,,,,,,,,
32019,CA04 ,10,Lyon,Nevada,32000,20267,26576,34842,46591,0.021669815,0.024828291,0.027600085,0.03192984,,,,,,,,,,,,,,,,,
32021,CA04 ,10,Mineral,Nevada,32000,6450,5956,5007,4792,0.021385194,0.02478746,0.029181112,0.033247638,,,,,,,,,,,,,,,,,
32023,CA04 ,10,Nye,Nevada,32000,18074,24139,33117,40061,0.021310832,0.024823942,0.028873272,0.037209015,,,,,,,,,,,,,,,,,
32027,CA04 ,10,Pershing,Nevada,32000,4361,4968,6653,6317,0.020957966,0.021769857,0.020308823,0.02472011,,,,,,,,,,,,,,,,,
32029,CA04 ,10,Storey,Nevada,32000,2535,2988,3393,4016,0.023109343,0.028346013,0.03391202,0.041838441,,,,,,,,,,,,,,,,,
32031,CA04 ,10,Washoe,Nevada,32000,256643,297258,341385,389730,0.03003751,0.035940813,0.043318163,0.053513576,,,,,,,,,,,,,,,,,
32033,CA04 ,10,White Pine,Nevada,32000,9374,9743,9028,8797,0.021881976,0.026080393,0.029198703,0.041295106,,,,,,,,,,,,,,,,,
32510,CA04 ,10,Carson City (Independent City),Nevada,32000,40714,47768,52546,55566,0.026871129,0.032695501,0.038456044,0.048056308,,,,,,,,,,,,,,,,,
33001,CA04 ,10,Belknap,New Hampshire,33000,49347,51991,56582,60975,0.019923603,0.025836369,0.031594235,0.037883635,,,,,,,,,,,,,,,,,
33003,CA04 ,10,Carroll,New Hampshire,33000,35592,38964,43909,46685,0.021297731,0.025999262,0.031964485,0.038293561,,,,,,,,,,,,,,,,,
33005,CA04 ,10,Cheshire,New Hampshire,33000,70255,71540,73988,76826,0.018894692,0.024520678,0.029638252,0.036172276,,,,,,,,,,,,,,,,,
33007,CA04 ,10,Coos,New Hampshire,33000,34893,33779,33144,32804,0.016788151,0.021748511,0.026526659,0.032193839,,,,,,,,,,,,,,,,,
33009,CA04 ,10,Grafton,New Hampshire,33000,75064,78941,81796,84671,0.019939717,0.027017261,0.032940606,0.042383275,,,,,,,,,,,,,,,,,
33011,CA04 ,10,Hillsborough,New Hampshire,33000,336768,353651,382361,398193,0.022333569,0.028497429,0.037829082,0.043145316,,,,,,,,,,,,,,,,,
33013,CA04 ,10,Merrimack,New Hampshire,33000,120742,126334,136638,146207,0.02099349,0.027127815,0.032484097,0.038063558,,,,,,,,,,,,,,,,,
33015,CA04 ,10,Rockingham,New Hampshire,33000,246714,256997,278710,292877,0.022901253,0.030182398,0.040423748,0.046817894,,,,,,,,,,,,,,,,,
33017,CA04 ,10,Strafford,New Hampshire,33000,104359,106290,112680,118981,0.018007434,0.023138836,0.028508255,0.033810197,,,,,,,,,,,,,,,,,
33019,CA04 ,10,Sullivan,New Hampshire,33000,38650,39074,40553,42311,0.017706252,0.024535608,0.029062747,0.036034163,,,,,,,,,,,,,,,,,
34001,CA04 ,10,Atlantic,New Jersey,34000,225431,239212,252980,268120,0.026604352,0.030785241,0.03359823,0.038293475,,,,,,,,,,,,,,,,,
34003,CA04 ,10,Bergen,New Jersey,34000,826129,855242,885480,890237,0.037376693,0.045001781,0.054617973,0.064201674,,,,,,,,,,,,,,,,,
34005,CA04 ,10,Burlington,New Jersey,34000,396180,411890,424479,446534,0.024845013,0.029784838,0.037365284,0.045252858,,,,,,,,,,,,,,,,,
34007,CA04 ,10,Camden,New Jersey,34000,503524,509582,507593,514702,0.023161362,0.02737238,0.031427235,0.040517525,,,,,,,,,,,,,,,,,
34009,CA04 ,10,Cape May,New Jersey,34000,95368,100405,102308,98557,0.023820554,0.028078275,0.033745256,0.043892229,,,,,,,,,,,,,,,,,
34011,CA04 ,10,Cumberland,New Jersey,34000,138366,144829,146351,152440,0.019793169,0.022807517,0.024911802,0.03100655,,,,,,,,,,,,,,,,,
34013,CA04 ,10,Essex,New Jersey,34000,778564,783308,792319,780189,0.027959709,0.032822336,0.039485319,0.049515844,,,,,,,,,,,,,,,,,
34015,CA04 ,10,Gloucester,New Jersey,34000,231134,243752,256326,276504,0.021549602,0.025300951,0.029869507,0.038727142,,,,,,,,,,,,,,,,,
34017,CA04 ,10,Hudson,New Jersey,34000,554289,578889,609484,598496,0.022413643,0.025784424,0.030832951,0.039043147,,,,,,,,,,,,,,,,,
34019,CA04 ,10,Hunterdon,New Jersey,34000,108128,114049,122542,128605,0.033018706,0.042661579,0.05634404,0.066056323,,,,,,,,,,,,,,,,,
34021,CA04 ,10,Mercer,New Jersey,34000,326477,337476,351534,362368,0.029810774,0.034662985,0.042054703,0.051415642,,,,,,,,,,,,,,,,,
34023,CA04 ,10,Middlesex,New Jersey,34000,673469,709223,752802,780529,0.027577181,0.032141572,0.038898741,0.046354813,,,,,,,,,,,,,,,,,
34025,CA04 ,10,Monmouth,New Jersey,34000,554210,583899,617090,641823,0.029429365,0.035605659,0.045452042,0.053836926,,,,,,,,,,,,,,,,,
34027,CA04 ,10,Morris,New Jersey,34000,421803,445308,471348,484003,0.036109982,0.045659491,0.059870292,0.071578842,,,,,,,,,,,,,,,,,
34029,CA04 ,10,Ocean,New Jersey,34000,434623,471243,513654,556696,0.023594082,0.027556754,0.032329917,0.038276805,,,,,,,,,,,,,,,,,
34031,CA04 ,10,Passaic,New Jersey,34000,470951,479717,490824,490749,0.023495338,0.027800776,0.03247043,0.039359855,,,,,,,,,,,,,,,,,
34033,CA04 ,10,Salem,New Jersey,34000,65383,65095,64216,65453,0.021933574,0.026089256,0.029491374,0.03659446,,,,,,,,,,,,,,,,,
34035,CA04 ,10,Somerset,New Jersey,34000,241464,267163,298886,315620,0.038404546,0.048846134,0.061021468,0.07000535,,,,,,,,,,,,,,,,,
34037,CA04 ,10,Sussex,New Jersey,34000,131346,138574,144610,150729,0.025297653,0.030802935,0.039423651,0.047114157,,,,,,,,,,,,,,,,,
34039,CA04 ,10,Union,New Jersey,34000,494140,507430,523140,523303,0.029852994,0.034333033,0.042270229,0.049736849,,,,,,,,,,,,,,,,,
34041,CA04 ,10,Warren,New Jersey,34000,91984,96956,102947,109000,0.024165044,0.028703076,0.034845169,0.040940206,,,,,,,,,,,,,,,,,
35001,CA04 ,10,Bernalillo,New Mexico,35000,482696,538615,557133,606502,0.021087369,0.029297649,0.034051494,0.041261581,,,,,,,,,,,,,,,,,
35003,CA04 ,10,Catron,New Mexico,35000,2580,2897,3566,3300,0.014189524,0.017868231,0.018072176,0.023603731,,,,,,,,,,,,,,,,,
35005,CA04 ,10,Chaves,New Mexico,35000,58033,61365,61279,61189,0.016693009,0.021243958,0.023928854,0.031131233,,,,,,,,,,,,,,,,,
35006,CA04 ,10,Cibola,New Mexico,35000,23690,24507,25645,27157,0.010848135,0.015989349,0.018808792,0.025258847,,,,,,,,,,,,,,,,,
35007,CA04 ,10,Colfax,New Mexico,35000,12921,14075,14208,13492,0.015696347,0.021167752,0.025046094,0.031169413,,,,,,,,,,,,,,,,,
35009,CA04 ,10,Curry,New Mexico,35000,42324,48459,44895,45792,0.017150316,0.022321466,0.025944174,0.034085509,,,,,,,,,,,,,,,,,
35011,CA04 ,10,De Baca,New Mexico,35000,2246,2308,2214,1996,0.014965724,0.018648331,0.022161245,0.028749604,,,,,,,,,,,,,,,,,
35013,CA04 ,10,Dona Ana,New Mexico,35000,136593,161014,174992,189330,0.014886555,0.019724569,0.02243127,0.029403039,,,,,,,,,,,,,,,,,
35015,CA04 ,10,Eddy,New Mexico,35000,48717,52308,51414,50173,0.017112097,0.02229804,0.025928343,0.036941031,,,,,,,,,,,,,,,,,
35017,CA04 ,10,Grant,New Mexico,35000,27718,29792,30890,29264,0.014781473,0.021418232,0.023552462,0.029898085,,,,,,,,,,,,,,,,,
35019,CA04 ,10,Guadalupe,New Mexico,35000,4146,4178,4684,4437,0.012027045,0.016070294,0.016789471,0.020321695,,,,,,,,,,,,,,,,,
35021,CA04 ,10,Harding,New Mexico,35000,985,903,803,740,0.015026935,0.017488692,0.023058022,0.024782017,,,,,,,,,,,,,,,,,
35023,CA04 ,10,Hidalgo,New Mexico,35000,5946,6176,5755,4938,0.015219451,0.022025412,0.019994644,0.025981306,,,,,,,,,,,,,,,,,
35025,CA04 ,10,Lea,New Mexico,35000,55506,56613,55148,55990,0.015820433,0.021038415,0.025174433,0.033936472,,,,,,,,,,,,,,,,,
35027,CA04 ,10,Lincoln,New Mexico,35000,12258,15869,19531,20638,0.018527354,0.022714448,0.0239138,0.028758707,,,,,,,,,,,,,,,,,
35028,CA04 ,10,Los Alamos,New Mexico,35000,18144,18750,18272,18543,0.033739921,0.044384807,0.052490457,0.071265989,,,,,,,,,,,,,,,,,
35029,CA04 ,10,Luna,New Mexico,35000,18179,22740,24978,26010,0.013139508,0.016570998,0.018372029,0.024599534,,,,,,,,,,,,,,,,,
35031,CA04 ,10,McKinley,New Mexico,35000,61414,70197,74583,70541,0.011250676,0.015021353,0.017125233,0.023730293,,,,,,,,,,,,,,,,,
35033,CA04 ,10,Mora,New Mexico,35000,4273,4652,5202,5041,0.010534449,0.014508584,0.016834041,0.022089752,,,,,,,,,,,,,,,,,
35035,CA04 ,10,Otero,New Mexico,35000,51979,59516,62216,63119,0.015907149,0.019618583,0.021308141,0.026932694,,,,,,,,,,,,,,,,,
35037,CA04 ,10,Quay,New Mexico,35000,10814,10604,10083,9136,0.015905042,0.020101112,0.023803254,0.029069318,,,,,,,,,,,,,,,,,
35039,CA04 ,10,Rio Arriba,New Mexico,35000,34569,38211,41236,40454,0.011366251,0.016604937,0.021441674,0.02899791,,,,,,,,,,,,,,,,,
35041,CA04 ,10,Roosevelt,New Mexico,35000,16781,18895,17984,18774,0.015523825,0.018887517,0.024068822,0.032329969,,,,,,,,,,,,,,,,,
35043,CA04 ,10,Sandoval,New Mexico,35000,63989,78818,91247,105625,0.0165931,0.025120116,0.029901997,0.035308235,,,,,,,,,,,,,,,,,
35045,CA04 ,10,San Juan,New Mexico,35000,91567,101390,114042,121843,0.015077673,0.021553606,0.023902848,0.031167109,,,,,,,,,,,,,,,,,
35047,CA04 ,10,San Miguel,New Mexico,35000,25820,29213,30072,29053,0.012355801,0.017256491,0.020760557,0.028218464,,,,,,,,,,,,,,,,,
35049,CA04 ,10,Santa Fe,New Mexico,35000,99587,118462,129822,139190,0.022816205,0.031133886,0.037271368,0.04881174,,,,,,,,,,,,,,,,,
35051,CA04 ,10,Sierra,New Mexico,35000,10030,11764,13243,12561,0.014721011,0.019429288,0.021606359,0.026099056,,,,,,,,,,,,,,,,,
35053,CA04 ,10,Socorro,New Mexico,35000,14816,16664,18052,18115,0.013454668,0.017625292,0.01941002,0.027579886,,,,,,,,,,,,,,,,,
35055,CA04 ,10,Taos,New Mexico,35000,23235,26656,30063,31142,0.013900482,0.019872329,0.022665173,0.033052499,,,,,,,,,,,,,,,,,
35057,CA04 ,10,Torrance,New Mexico,35000,10316,13356,16938,16672,0.013682045,0.019168059,0.022230011,0.02923393,,,,,,,,,,,,,,,,,
35059,CA04 ,10,Union,New Mexico,35000,4115,4315,4158,3780,0.019155823,0.022595582,0.030075404,0.040082552,,,,,,,,,,,,,,,,,
35061,CA04 ,10,Valencia,New Mexico,35000,45587,57112,66356,68347,0.015387714,0.020835044,0.025846239,0.030957321,,,,,,,,,,,,,,,,,
36001,CA04 ,10,Albany,New York,36000,292956,299725,294905,298594,0.026171854,0.029248851,0.038991478,0.047257661,,,,,,,,,,,,,,,,,
36003,CA04 ,10,Allegany,New York,36000,50522,51251,49915,49864,0.01520883,0.017944852,0.022454699,0.026244199,,,,,,,,,,,,,,,,,
36005,CA04 ,10,Bronx,New York,36000,1207053,1262064,1333719,1364566,0.017702192,0.019279496,0.022690353,0.028491608,,,,,,,,,,,,,,,,,
36007,CA04 ,10,Broome,New York,36000,212252,207478,200299,196127,0.021689372,0.023683327,0.029701319,0.033951318,,,,,,,,,,,,,,,,,
36009,CA04 ,10,Cattaraugus,New York,36000,84455,85040,84016,81427,0.016704799,0.019516731,0.024512174,0.031837366,,,,,,,,,,,,,,,,,
36011,CA04 ,10,Cayuga,New York,36000,82446,82964,81925,80581,0.018046926,0.021275143,0.026610475,0.032610291,,,,,,,,,,,,,,,,,
36013,CA04 ,10,Chautauqua,New York,36000,142054,142542,139661,135092,0.017737849,0.020642584,0.025054561,0.029961087,,,,,,,,,,,,,,,,,
36015,CA04 ,10,Chemung,New York,36000,95292,93675,91077,88381,0.018959742,0.022309571,0.028532873,0.033411258,,,,,,,,,,,,,,,,,
36017,CA04 ,10,Chenango,New York,36000,51813,52127,51381,51038,0.017680261,0.020130422,0.025026624,0.030970763,,,,,,,,,,,,,,,,,
36019,CA04 ,10,Clinton,New York,36000,86160,82914,79897,81698,0.017767333,0.020484392,0.026427516,0.032424178,,,,,,,,,,,,,,,,,
36021,CA04 ,10,Columbia,New York,36000,63048,63790,63058,62880,0.020853601,0.024802323,0.033508975,0.039327052,,,,,,,,,,,,,,,,,
36023,CA04 ,10,Cortland,New York,36000,49127,49123,48574,48363,0.017161039,0.02033015,0.025839649,0.030230871,,,,,,,,,,,,,,,,,
36025,CA04 ,10,Delaware,New York,36000,47464,48638,47967,46841,0.016413744,0.019090988,0.025567661,0.031709383,,,,,,,,,,,,,,,,,
36027,CA04 ,10,Dutchess,New York,36000,260238,266538,280967,291835,0.026181297,0.028314975,0.036953414,0.044809977,,,,,,,,,,,,,,,,,
36029,CA04 ,10,Erie,New York,36000,969780,973927,949461,924748,0.022304084,0.025882342,0.0326251,0.039714562,,,,,,,,,,,,,,,,,
