location,annual.mean.temp,mean.diurnal.range,isothermality,temp.seasonality,maxtemp.warm.month,mintemp.cold.month,temp.annual.range,meantemp.wet.quart,meantemp.dry.quart,meantemp.warm.quart,meantemp.cold.quart,annual.precip,precip.wet.month,precip.dry.month,precip.seasonality,precip.wet.quart,precip.dry.quart,precip.warm.quart,precip.cold.quart,elevation.mean,aspect.mean,slope.mean,artificial.surface,HabitatSuitability,RelativeRnott
Gray,143.3730769,150.7381657,38.01094675,8478.098521,338.4210059,-53.55414201,391.9751479,229.539645,32.35207101,251.1544379,32.35207101,557.7863905,90.83136095,12.46745562,53.98698225,234.1281065,49.07721893,218.5878698,49.07721893,921.2769231,141.3739,1077.30643,0.007907759,0.000806899,0.7121697
Grayson,173.762202,122.0411464,34.11549376,8075.509648,346.9463678,-5.606696935,352.5530647,216.091941,66.60414302,275.1699773,66.60414302,994.4946084,139.7358116,47.32179342,31.95346198,341.211975,166.8918842,225.2355278,166.8918842,220.4503405,168.1384,770.5361,0.013705363,0.001869312,0.3401983
Gregg,180.1555334,128.8225324,37.86241276,7399.52343,343.5224327,5.616151545,337.9062812,208.3619143,267.11665,272.0977069,80.42671984,1153.375872,120.1555334,58.01595214,18.26221336,340.2333001,225.8325025,231.9940179,283.8474576,107.7367896,166.503,787.45541,0.09020518,0.001958094,0.3597506
Grimes,197.0488414,123.9180036,38.24527629,6810.072371,352.8645276,34.24812834,318.6163993,231.344385,241.1055258,280.4078431,104.4620321,1071.874866,127.2516934,61.82459893,21.2855615,314.5379679,226.4684492,227.9190731,242.3604278,93.92335116,191.5443,630.69035,0.032494539,0.001259409,1.1388056
Guadalupe,201.9546913,127.9723336,39.80433039,6634.299118,355.1940658,37.48716921,317.7068966,239.021251,128.1431435,282.680834,112.0922213,817.4582999,106.8656776,40.82036889,32.11186848,273.3275862,149.8303929,190.8175621,155.7064956,173.6796311,153.7142,766.92723,0.031134993,0.003679282,0.8619123
Hale,146.6670291,154.5085621,40.47866268,8005.877684,331.0834466,-46.07936939,377.162816,239.0076108,43.67192172,248.7955966,42.69964664,483.0097853,82.83283501,11.54090786,58.90867083,207.0978527,41.82685512,205.8983419,41.89372112,1037.825496,130.2751,259.5206,0.01396519,0.001279643,0.7028047
Hall,160.1782781,154.6519623,38.37724369,8499.491025,355.5263158,-42.0444174,397.5707332,247.4715546,48.03711591,268.1308184,48.03711591,516.5333131,84.04593855,12.69972619,54.13233952,210.7334956,45.51931853,195.2905385,45.51931853,633.0191664,151.8525,1164.60855,0.007940181,0.000707109,3.786862
Hamilton,180.6043771,136.6080808,38.42525253,7452.111785,350.0747475,-0.411111111,350.4858586,220.9383838,80.25185185,273.0673401,80.25185185,766.6151515,106.4791246,38.85723906,30.57542088,264.6723906,129.4444444,186.8868687,129.4444444,372.3242424,141.1663,1221.49397,0.004272535,0.000592627,1.4958441
Hansford,137.6908563,163.7349782,39.04354136,8836.422061,343.8179971,-69.44412192,413.262119,228.0510885,22.97561684,250.9538462,22.97561684,472.6612482,74.40928882,10.25660377,58.46763425,214.2870827,37.66240929,204.4185776,37.66240929,963.8917271,129.9836,640.94427,0.007642942,0.000496353,1.8476245
Hardeman,166.7785156,150.0359375,37.30117188,8668.06875,362.2972656,-34.5234375,396.8207031,246.5492188,53.09453125,277.2242188,53.09453125,610.7039063,96.1203125,19.05429688,47.46367188,230.2804688,67.35195313,191.6769531,67.35195313,463.7726563,147.7306,794.82563,0.006306982,0.000496586,2.1382948
Hardin,194.0169437,126.1058184,41.17679028,6394.526854,339.056266,36.60677749,302.4494885,257.0131074,155.5840793,271.5514706,107.0859974,1381.246803,145.7963555,91.74040921,15.36381074,396.6681586,286.3996164,352.3148977,342.3695652,29.94789003,168.8809,270.26281,0.070786317,0.002555826,1.1294768
Harris,202.3295491,107.9409666,37.39636717,6313.300519,337.8345767,53.20304898,284.6315277,252.4951346,162.4524813,279.0029192,116.6503406,1186.439994,134.9111255,70.83830684,19.59957833,351.2763542,232.5823873,319.0621148,260.4390204,29.75024327,154.6104,190.97086,0.499430568,0.173769426,1.0904355
Harrison,180.2944054,127.5093244,38.27881382,7245.287068,340.9416081,11.75664934,329.1849587,215.3601345,265.4585754,270.7126261,83.97156833,1207.934882,123.0339346,65.17915011,16.29043106,349.2843167,234.99786,251.0770407,310.9746255,97.9150107,173.3794,725.5421,0.030878871,0.00161345,0.5371041
Hartley,131.8003663,166.4954212,41.21043956,8334.972527,329.9767399,-69.36758242,399.3443223,239.8432234,24.95384615,239.918315,24.95384615,423.8397436,69.39908425,9.332600733,63.78113553,198.8172161,30.5974359,198.8172161,30.5974359,1201.954029,138.6586,802.00815,0.009692887,0.000942886,2.7310744
Haskell,177.6040779,147.5176506,38.82653682,8101.100426,361.5222155,-14.75045648,376.2726719,226.5499087,81.48600122,279.3493609,70.07668898,636.6113816,92.11290323,22.50304321,43.03317103,219.5940353,82.37644553,186.1101643,83.16737675,468.2991479,160.1948,494.13011,0.007798149,0.00090125,2.9466989
Hays,192.93626,127.1722246,38.96032081,6836.669903,348.311946,25.64246518,322.6694808,231.053187,112.0084424,276.326298,100.6268468,857.2330097,114.8657661,45.34022794,31.81004643,285.7146475,156.5006332,201.7682566,159.1160827,299.9628535,145.1605,1396.87756,0.020085997,0.002383271,0.5221749
Hemphill,144.4089985,153.9602322,37.54397678,8782.437446,345.3608128,-59.38374456,404.7445573,233.220029,29.36777939,256.1605225,29.36777939,551.6287373,91.44731495,10.61422351,54.51320755,227.9419448,46.85399129,202.0476052,46.85399129,773.636865,162.2777,1243.51676,0.006425763,0.000468366,2.7643648
Henderson,186.3006747,129.4491053,37.62511,7314.293341,353.7442065,13.41009094,340.3341156,222.0337342,276.7362863,276.9278381,87.45321209,1027.196539,126.9134644,48.67233793,24.27808742,318.1454972,192.6881784,192.7301261,231.486653,129.3294221,186.3365,818.25318,0.021778108,0.00144659,0.3049661
Hidalgo,229.2763744,119.6190565,42.83413819,5409.355869,358.6965082,82.91976226,275.7767459,269.91289,169.8484398,291.1125557,152.4608098,598.1508172,109.5791233,16.3064636,51.52080238,229.7852897,82.31333581,175.4351783,94.48031204,39.76040119,123.9445,191.93351,0.204560796,0.049682195,1.9029477
Hill,186.4439052,128.7759064,36.29431916,7656.77505,356.4247788,6.872966029,349.5518127,227.268056,96.10676563,281.2720525,83.50499572,863.3648301,122.7393663,46.71338852,29.62574936,292.6074793,163.5244077,185.0636597,163.6600057,191.835855,174.7499,738.36702,0.011263748,0.001075573,0.6729024
Hockley,148.2800855,163.7336591,42.79138668,7845.447159,330.9966402,-46.84758705,377.8442272,241.3252902,55.16768479,247.8485034,45.89890043,462.6841784,69.86805131,11.3072694,59.77947465,198.6356139,39.68295663,196.9963348,41.60140501,1063.843311,122.6874,312.98957,0.011220353,0.001015697,0.9195612
Hood,181.8615188,139.2635609,38.06700702,7725.754308,357.5137205,-2.945756222,360.4594767,224.2973835,90.59668156,278.2603701,78.62603701,801.8506701,119.0887045,41.57817486,32.92278239,282.531589,133.7702616,190.3126994,134.9240587,273.2042119,161.8156,1200.47707,0.008539924,0.000645388,0.2682635
Hopkins,172.3477503,130.166376,36.04673875,7885.908964,346.0572027,-10.2085804,356.265783,178.4450645,229.3010115,270.4321591,66.14300663,1119.141263,135.8545518,54.83815835,22.82141611,346.9246599,227.4701779,228.7007325,234.7875828,150.4192536,171.1697,523.238,0.014826435,0.000515645,0.3316071
Houston,188.179405,130.020595,38.89130435,7045.848284,349.1659039,18.69244851,330.4734554,226.7464531,274.2455378,274.2455378,92.16864989,1082.427231,117.087643,60.72105263,16.41556064,311.9331808,230.4864989,230.4864989,253.2439359,100.0318078,186.8954,757.61062,0.023653828,0.001266215,1.1258499
Howard,173.601903,145.4248005,39.65377532,7767.741559,345.101903,-17.0742787,362.1761817,258.2605893,69.80908533,270.0141191,69.77225292,479.3201351,81.09116022,15.93278085,52.2295887,180.8677103,52.02977287,157.9180479,52.02977287,768.4637815,154.6467,879.59899,0.016588295,0.001861673,1.1514935
Hudspeth,158.3555652,175.56221,46.80077956,7288.452577,341.1322156,-29.7921178,370.9243334,239.7235043,116.8690218,250.9945555,63.66064468,253.2161727,50.53059457,4.478747757,76.25979088,140.4969993,17.84947101,123.966281,27.16599641,1363.285096,172.3223,2332.26234,0.031967686,0.009245512,57.8533903
Hunt,172.6006944,127.1565657,35.05113636,7989.158144,346.7231692,-9.549873737,356.2730429,214.7484217,89.98295455,272.0909091,65.21938131,1065.240846,142.5782828,52.64204545,26.63604798,344.5744949,208.1704545,220.40625,208.6275253,169.3690025,161.1551,465.94515,0.014919719,0.000783406,0.196076
Hutchinson,143.2044379,158.4795858,38.96538462,8622.525444,342.5260355,-59.7056213,402.2316568,231.5928994,31.69201183,253.1050296,30.69497041,489.9923077,79.49260355,10.86686391,56.89378698,215.0322485,41.03195266,210.1360947,41.03195266,940.7050296,160.481,1275.25445,0.009381,0.000960736,0.8061243
Irion,177.2424078,154.8722885,42.69766811,7336.015456,346.9669197,-12.51003254,359.4769523,227.9915944,81.9558026,267.5412148,78.16946855,515.8123644,83.47369848,17.1670282,46.56317787,194.289859,64.76789588,153.8251085,64.95146421,734.0862256,165.4863,1341.25607,0.007048797,0.000925535,11.0166931
Jack,176.5241235,138.2160623,36.83548097,8072.324243,355.8264909,-15.37159125,371.1980821,220.2646089,68.45370093,277.7078214,68.45370093,792.1417441,117.6940366,34.61222655,36.29787234,273.9322745,116.5807612,194.0686245,116.5807612,337.0140845,180.563,1167.59574,0.003382778,0.000454871,1.0562866
Jackson,208.7346939,109.7544218,38.3329932,6099.29898,341.4602041,59.16122449,282.2989796,261.4251701,149.8142857,282.3884354,125.522449,1048.731633,144.0908163,52.18911565,31.04013605,331.894898,183.9955782,280.9578231,197.8789116,21.17721088,168.2799,154.68027,0.054034459,0.002880725,4.1773864
Jasper,188.4125915,131.4960469,41.10980966,6614.613763,339.4632504,24.29311859,315.1701318,234.5601757,208.4234261,268.5759883,97.95549048,1364.23104,142.3689605,87.43572474,15.04421669,385.2357247,288.8345534,333.0084919,358.7352855,55.65300146,194.1394,581.92362,0.046058962,0.00125416,0.729036
Jeff Davis,156.6868789,164.5964272,47.78613662,6510.383444,322.7255001,-18.20467983,340.9301799,227.0440307,101.352623,238.001887,70.95861115,349.6681344,64.19398666,7.956849918,72.49779847,183.757957,27.31689521,167.3141276,32.82702227,1488.606995,187.1962,3972.43942,0.012834383,0.002655427,25.4887611
Jefferson,200.9264881,105.571131,37.57083333,6257.131548,331.0508929,54.06220238,276.9886905,268.7235119,161.2857143,276.5255952,116.3,1387.06875,154.0041667,81.81904762,18.15208333,410.5107143,261.5565476,393.00625,324.4910714,6.938392857,168.6113,111.62614,0.162097792,0.016791945,1.4045826
Jim Hogg,222.3933248,132.1109114,43.75019255,5892.239795,363.7168164,64.1563543,299.5604621,265.4082157,156.272914,290.5535302,139.3424904,563.4700899,106.8367137,18.15224647,52.04210526,215.7347882,78.14120668,160.4646983,85.50783055,164.9661104,131.9487,487.32382,0.029619312,0.001865556,7.7350907
Jim Wells,221.1108126,126.534587,42.5560779,5865.370047,360.2034923,66.25486904,293.9486232,265.6040967,154.8055742,290.6111484,139.88818,674.8233714,119.7266622,24.65580927,47.483546,256.6766286,99.86467428,190.3498993,104.983546,66.42914708,116.9132,344.83694,0.034929128,0.002394836,1.3194254
Johnson,184.4521377,131.4286795,36.5251608,7726.438895,357.2705259,2.227393114,355.0431328,225.8146046,94.05145668,280.5959137,80.84562997,854.7597427,126.1672342,45.30382142,32.37003405,301.5550511,148.4445706,191.4116534,150.0060537,244.0643208,151.9469,865.58319,0.011862506,0.001445195,0.2394412
Jones,180.1651812,139.8636364,38.1295306,7867.991384,355.5457516,-6.156862745,361.7026144,230.6773619,79.29738562,278.6158645,75.51099228,627.426322,93.42513369,24.32144979,42.68152109,216.5629828,83.44682115,182.5127748,83.52198455,516.3152109,154.963,552.64639,0.009738821,0.001282782,1.2523884
Karnes,209.756351,130.8729792,41.26558891,6283.995381,357.4849885,44.93187067,312.5531178,254.2448037,138.630485,284.6943803,122.8571978,757.7717475,110.4245574,31.87682833,35.60046189,247.1354888,128.7617398,192.782525,136.769438,110.2582756,175.299,726.98563,0.017898263,0.000974307,1.361961
Kaufman,181.1918984,127.2279437,35.41709578,7847.770683,354.1829729,0.457260556,353.7257123,222.0799863,255.0587024,278.5520082,75.3405424,992.1709578,130.5444559,47.27291452,26.81908685,318.6069344,191.9673876,192.5266049,206.5650532,134.9018194,188.3987,499.23404,0.020419911,0.000958761,0.2722983
Kendall,187.1582827,133.6951431,41.23677363,6595.083261,340.8798786,20.62142238,320.2584562,224.7840416,98.11188205,267.3434519,98.11188205,824.9158716,108.1292281,41.26929748,31.76582827,270.6860364,140.9761492,213.1721596,140.9761492,477.2840416,159.2266,1976.92543,0.005168823,0.000774112,0.6997661
Kenedy,224.3639525,104.8479951,39.68923895,5421.003682,343.3743863,82.8502455,260.5241408,265.9067103,174.1804419,287.1078151,148.207856,659.5439853,126.5319149,18.17348609,51.58306056,260.9828151,93.74734043,186.6462766,107.4116203,11.2039689,144.515,99.25654,0.056836018,0.005077252,265.323014
Kent,168.4722222,153.7384005,39.91452991,8123.364469,353.3940781,-28.29365079,381.6877289,247.046398,62.96672772,270.5213675,60.4465812,551.8693529,81.19566545,17.57997558,49.96581197,202.8131868,60.22557998,187.6642247,60.22557998,644.7515263,154.7619,1173.77534,0.006420575,0.000771575,18.3784318
Kerr,180.1176925,140.1063611,41.92531548,6740.222766,336.1614731,5.799381921,330.3620912,227.9327839,90.22534123,261.9289209,88.59052279,722.4836467,94.36801442,32.21066186,34.74607262,242.3515323,108.9719289,210.7213495,109.0164821,616.3422611,161.0727,1586.11038,0.004818462,0.001398377,0.6736666
Kimble,179.5687758,150.4502522,42.74828061,7061.054791,345.3922513,-2.458734525,347.8509858,231.7980284,94.85580009,266.5502063,84.7952774,611.6925722,83.76386978,24.66827144,38.41838606,206.9557542,84.94429161,187.8924805,87.24300779,621.9204493,168.9415,1662.88153,0.004008503,0.000937392,4.4359661
King,167.5970651,155.9617854,38.8138184,8447.511159,361.365026,-35.07337206,396.438398,248.1650871,60.97493121,273.9318251,55.2188933,591.2574136,86.60531947,19.75236931,48.24610211,212.9043106,67.56465913,190.0452461,67.56832773,549.5420361,149.4396,1087.87637,0.005099562,0.000644249,38.4068484
Kinney,201.7406015,135.1649958,40.92502089,6791.670426,352.5198413,26.36591479,326.1539265,243.9055973,115.2506266,282.7424812,108.5989975,562.3185046,76.09878864,20.07351713,43.98663325,202.5870927,69.2345447,172.5465748,71.47639933,376.3423141,192.0857,1071.07901,0.01237764,0.001886005,11.9323829
Kleberg,223.5869565,108.493311,40.04548495,5567.646154,346.9571906,79.85384615,267.1033445,266.6347826,160.3635452,288.9638796,146.3986622,687.6926421,123.8745819,21.76688963,48.0819398,274.2682274,102.5107023,197.948495,111.8882943,16.72207358,141.203,127.51208,0.060227954,0.004344779,3.0410012
Knox,173.756201,151.9262402,38.37532637,8387.854439,364.6684073,-26.84725849,391.5156658,235.1422977,68.88903394,279.3234334,62.08289817,636.1351175,93.03655352,22.21736292,44.69614883,221.1240209,77.71116188,188.5711488,77.92787206,445.156658,160.872,828.48151,0.005364251,0.000615781,2.97879
Lamar,170.9357583,126.9348783,35.19683192,8035.905837,344.4631857,-12.00469346,356.4678791,188.9070109,63.40011734,271.2370197,63.21912584,1149.451745,144.435905,58.85303608,23.75036668,355.1120563,224.0099736,248.2766207,224.0099736,155.3338222,170.5755,521.55476,0.014125676,0.000779052,0.3270397
Lamb,141.4465241,165.2237968,42.42433155,7947.081283,328.6903743,-56.39304813,385.0834225,242.4860963,38.62887701,242.5088235,37.62887701,457.9545455,76.13663102,11.09117647,61.00695187,203.7505348,38.77914439,203.7505348,38.83181818,1107.351337,140.3382,387.42406,0.009132852,0.000803144,1.1138459
Lampasas,183.0577459,135.8737555,39.19713262,7241.333732,348.5515731,6.320987654,342.2305854,222.5806452,90.00159299,272.9470331,86.48068499,749.9729192,106.7013142,36.5834329,31.0876145,257.6487455,129.1023497,181.5173238,130.0812425,376.2437276,161.9194,1392.60182,0.006236509,0.000710502,0.8428769
La Salle,217.4133567,140.4262072,42.88979751,6500.895444,370.859229,47.99883178,322.8603972,264.8771417,145.80919,295.1450545,127.545366,563.0500389,86.36818536,22.13064642,45.56678349,213.8763629,76.16063084,156.5998832,79.68477414,130.2852414,150.9736,494.31059,0.016029607,0.002216043,8.2277282
Lavaca,202.8739221,121.6610169,39.09901873,6418.963128,351.2554267,44.30121915,306.9542076,238.1629497,130.1971454,281.0597681,115.6107642,970.4275944,122.9887006,54.42075528,26.44721974,310.6717217,183.0490633,243.5914362,192.42135,81.09574784,145.373,537.15675,0.02185153,0.00156541,1.6928068
Lee,197.20434,124.4177215,38.12341772,6849.719259,353.130651,30.66952984,322.4611212,234.8096745,130.7409584,280.6767631,103.9647378,932.4633816,124.4082278,45.76356239,30.15777577,298.2174503,188.9638336,195.2454792,193.20434,128.8562387,149.3235,722.99956,0.025689751,0.00084271,1.1417962
Leon,190.1433063,130.648415,38.38564318,7074.642389,353.9570343,18.8037726,335.1532617,225.6080692,276.9777312,276.9777312,93.98061305,1028.045848,116.4741944,56.28975635,20.18496201,301.7084097,203.4671208,203.4671208,232.2680115,110.3969086,162.9533,858.15071,0.015944241,0.001059075,1.4444722
Liberty,197.8339412,118.9268174,39.66204717,6389.806224,339.733771,43.6168247,296.1169463,260.7909069,158.8375881,275.7653781,111.5818138,1330.989059,143.2956479,84.75200584,15.92049599,383.4765378,272.6088014,344.7986871,317.663506,28.25407245,174.2791,285.70746,0.077393906,0.00360846,1.0781352
Limestone,190.167221,129.8947687,37.89144239,7226.56577,356.7335954,18.56183852,338.1717569,228.1375869,279.4417901,279.8500151,93.45267614,943.1324463,121.9978833,48.61384941,25.40610826,293.3190203,180.6767463,180.678863,200.5080133,150.255821,161.3891,575.82423,0.015176665,0.001081692,0.9877493
Lipscomb,138.2004002,156.5871927,36.96626644,9107.193539,344.6320755,-73.257004,417.8890795,230.1946827,18.65208691,254.1778159,18.65208691,546.9265294,89.76929674,10.89108062,53.58633505,229.1995426,48.61234991,209.2798742,48.61234991,792.2667238,156.2717,949.07053,0.00535463,0.000352248,2.2758519
Live Oak,215.8158394,130.5421752,41.76213724,6212.307296,361.5183076,52.31055058,309.207757,263.3759154,145.6151343,289.3466233,129.5568213,680.6796854,103.6259832,25.13805262,40.44751831,237.8774071,105.6235422,184.7040955,112.5606184,78.37754272,172.5894,742.36495,0.022207993,0.001638881,2.6420748
Llano,186.8421053,142.4350877,40.66549708,7147.494152,352.3871345,6.597076023,345.7900585,227.4766082,91.00789474,274.778655,90.59678363,717.0321637,104.3233918,31.86725146,35.38859649,246.0944444,115.3833333,182.3415205,115.3833333,375.1280702,159.0023,1543.74315,0.005368452,0.000734743,0.6806811
Loving,178.5239669,173.9483471,45.45,7606.276033,359.8867769,-18.84008264,378.7268595,262.9822314,98.1553719,274.3710744,78.98636364,297.7545455,57.20495868,8.05785124,63.0785124,139.2033058,27.60991736,121.7644628,29.55578512,896.1520661,179.4245,719.1578,0.018982295,0.000983259,308.4002141
Lubbock,154.1567187,153.2736455,40.92133456,7929.896235,333.6574839,-36.05325987,369.7107438,237.707989,59.38445057,255.1554943,51.48637894,478.8940924,74.06244261,11.53412917,57.27854301,201.892562,39.90756045,193.5610652,42.3379247,984.2430364,135.3553,345.81411,0.026924085,0.004035226,0.3418746
Lynn,157.0952233,157.5189206,41.74503722,7825.349566,336.1364764,-36.28753102,372.4240074,238.358871,57.5294665,255.2220844,53.52543424,491.4894541,70.92431762,13.59522333,54.43734491,200.2335608,45.99534739,189.5812655,46.43083127,941.9202854,143.071,380.05349,0.009709192,0.001027511,3.1820922
McCulloch,180.4598037,148.4319448,41.05784028,7326.577341,351.1223136,-6.232157071,357.3544707,223.3701247,93.26638366,270.5144601,81.18572566,652.3430618,91.77925179,28.20323693,37.35685858,221.2074821,94.79915097,184.935792,96.15998939,514.3788803,164.6385,1043.44647,0.003754303,0.000695898,1.7773308
McLennan,189.5989861,125.5040021,36.15154749,7553.753202,356.3140342,14.25960512,342.054429,229.9338314,101.6702241,283.1846318,88.39327641,840.2171825,113.304429,46.50987193,26.62326574,275.1155283,166.6099253,182.8217716,166.7278549,176.0397545,146.4802,735.74429,0.042086797,0.00600132,0.5862714
McMullen,215.4386318,138.4826459,42.57142857,6413.65669,366.3727364,44.90191147,321.4708249,263.4378773,143.2852113,291.1287726,125.956992,611.3709759,92.90794769,23.0362173,42.46353119,215.8488431,90.34330986,171.7487425,93.90316901,99.74698189,176.7852,638.81614,0.014706291,0.001299656,28.670481
Madison,195.076368,128.232712,38.98196031,6903.89537,355.1858088,28.75886951,326.4269393,232.748647,279.9669272,279.9669272,101.5063139,1046.519543,122.2585689,60.75947084,20.3517739,308.385448,217.8815394,217.8815394,233.8141912,86.33132892,148.9769,486.88914,0.026414275,0.000607357,0.9964835
Marion,180.4628313,127.520362,37.77246283,7346.232708,342.3154493,8.891402715,333.4240465,196.4996768,266.7039431,271.9095023,82.30058177,1195.427279,120.1919845,66.38267615,16.54363284,346.5171299,229.5429864,249.1325145,301.623788,83.91919845,164.0679,871.04706,0.017277109,0.000339442,0.5467952
Martin,172.4161339,154.2885845,41.53242009,7693.128463,347.1604262,-19.69162861,366.8520548,258.5890411,71.31598174,268.1284627,70.16377473,433.3850837,75.14703196,13.87701674,53.38630137,172.6834094,45.50684932,148.8535769,45.52754947,843.8420091,133.3279,442.57678,0.014683742,0.001314046,5.6771215
Mason,181.0224201,147.1409705,41.59367322,7102.753686,347.3178747,-2.166154791,349.4840295,223.031941,95.39097052,268.0519042,84.65233415,665.8682432,92.98280098,28.1480344,37.22389435,224.1013514,97.00153563,190.0552826,97.99385749,500.0350123,163.044,1508.5686,0.003457059,0.000542924,3.081621
Matagorda,208.6438287,102.068262,37.20780856,5993.458186,333.9357683,63.41586902,270.5198992,258.7493703,169.8360202,280.3030227,126.3327456,1156.793955,166.286398,57.2302267,29.46423174,370.7335013,195.315869,320.0282116,231.4914358,11.36020151,170.0461,122.03487,0.044500985,0.00471899,2.5712175
Maverick,214.8415684,132.9793744,40.83612874,6719.651179,366.3089302,44.64437897,321.6645512,260.0967815,131.9038985,295.0825023,122.6860834,517.5711695,81.48232094,18.70217588,50.0469175,192.2361741,62.70738894,147.3837262,65.83771532,240.8402085,168.2145,591.6025,0.0423785,0.006517967,2.9364549
Medina,203.5291812,131.2770035,41.0966899,6497.658319,353.2469512,37.76437282,315.4825784,242.2981272,127.2674216,281.1134582,114.6051829,677.4708188,94.29638502,33.57229965,36.93924216,235.6844512,112.0823171,182.9314024,113.7674216,294.2789634,170.3985,1073.22495,0.011170707,0.002157167,1.1891743
Menard,178.5958046,153.3534753,42.87726988,7105.086412,346.9329994,-6.237319975,353.1703193,227.0525986,93.3622417,266.2376331,83.10081403,598.2576706,83.96336882,24.11552912,39.88321853,203.3350031,81.21195992,178.7310582,82.77989981,643.7705072,161.7481,1119.42048,0.003601761,0.000556515,4.9701536
Midland,175.7079395,155.0223693,42.00063012,7585.714241,347.642092,-15.98109641,363.6231884,259.8440454,90.75047259,269.8853182,74.81978576,396.5459987,71.17643352,12.73913043,55.23188406,160.2290485,42.37429112,132.1603655,43.29332073,843.5154379,141.8386,408.69134,0.026483546,0.003001745,0.5431611
Milam,196.57569,125.2124338,37.93671592,6971.176471,355.3072205,29.23166992,326.0755506,234.3838863,242.5185392,281.9788124,102.3141901,897.6819069,119.79816,46.8884862,28.14413159,287.1031503,179.5896292,180.3189295,187.9807639,128.0875383,164.1413,729.61516,0.022370857,0.001615779,1.4156086
Mills,181.8994729,136.8798946,39.04254518,7293.201431,348.0677711,1.867093373,346.2006777,222.1159639,83.99284639,272.0256024,83.66490964,713.0636295,97.16716867,33.63516566,31.46762048,242.0764307,114.7424699,182.0331325,114.7428464,446.5455572,179.1795,1300.17907,0.00414969,0.000571767,2.3264412
Mitchell,175.2341463,147.6222561,39.70518293,7826.93689,348.8539634,-18.32347561,367.177439,230.2981707,70.14664634,272.1478659,69.62530488,534.8128049,89.4695122,18.08902439,50.32530488,200.8259146,61.06737805,168.1667683,61.06737805,664.5088415,175.432,895.56603,0.009684663,0.001093447,2.2883919
Montague,175.0323815,134.1551369,35.87783338,8122.3665,355.7365322,-14.05357669,369.7901089,218.2826023,66.48542832,276.9072711,66.48542832,845.9128643,121.1518987,36.34795408,36.00088313,287.7427142,126.9567265,199.1274654,126.9567265,300.7350603,178.3065,951.38898,0.004462323,0.000576845,0.6012345
Montgomery,196.83214,122.0596659,38.96685229,6646.717847,345.8806683,36.40493238,309.4757359,237.366481,140.9655264,277.8313445,106.2545744,1178.430655,135.1530098,77.13736409,18.46300716,342.9485548,247.8491116,280.2580217,269.5369928,69.52532485,157.5893,551.87231,0.158027228,0.016685619,1.1430765
Moore,136.033672,158.3817126,39.14571843,8575.111466,334.912627,-64.34020319,399.2528302,230.9175617,25.99854862,246.5227866,25.20435414,461.3721335,72.66676343,10.59651669,59.0586357,206.1105951,37.8777939,204.5750363,37.8777939,1075.67344,116.286,777.76814,0.01101718,0.000833414,0.8280361
Morris,178.3171247,130.5338266,37.14904863,7587.549683,345.4154334,-0.27167019,345.6871036,177.3393235,267.2452431,272.7293869,76.44080338,1180.461945,122.4904863,62.97357294,18.04016913,352.3742072,235.1945032,245.0845666,273.3551797,110.7684989,173.9048,808.09952,0.01864879,0.000248026,0.3638072
Motley,159.8852683,151.1459474,38.32968237,8324.461391,350.3573384,-38.29463308,388.6519715,245.3118839,49.7050931,265.4356517,49.7050931,537.5298467,84.8592552,14.3033954,52.53806134,210.385816,51.89868565,201.337897,51.89868565,712.5887185,126.7287,1257.54394,0.007882657,0.00081985,11.7396099
Nacogdoches,184.189197,130.7108608,39.39196996,7070.51502,343.6146736,15.61987291,327.9948007,222.1600231,267.2247256,271.2221259,88.77700751,1180.777874,126.8428654,66.46013865,15.12998267,332.0739457,247.3162912,251.189197,303.451762,107.5921433,175.8596,990.4161,0.030529004,0.00143535,0.5008346
Navarro,186.8618012,128.2098861,36.83229814,7510.714286,355.5742754,12.07091097,343.5033644,226.0188923,272.3768116,280.2782091,86.21713251,955.2251553,127.6622671,47.2807971,27.03856108,304.9314182,181.3113354,181.4327122,204.2608696,125.7334369,153.0362,578.66645,0.01883689,0.001490879,0.6685169
Newton,187.409339,131.0048514,40.97119466,6642.990904,337.5018193,22.85112189,314.6506974,158.2286234,210.521225,267.9896907,96.60824742,1401.382656,148.4960582,91.37810794,14.17161916,395.6173438,297.1710127,343.3459673,379.0715585,58.45845967,161.9504,594.07341,0.04841095,0.001032979,1.3931986
Nolan,172.3417024,143.2225964,39.52878138,7646.187998,343.4791794,-15.11665646,358.5958359,226.8322107,69.31200245,267.2204532,69.31200245,615.3224127,97.51867728,22.59001837,45.4614207,223.6680955,75.69871402,186.1518677,75.69871402,717.9084507,174.2883,1272.66823,0.006649534,0.00113916,1.4897068
Nueces,221.5723227,107.8111961,39.25625869,5674.880042,346.3995132,75.77190542,270.6276078,266.2284423,156.9704451,288.211057,142.7364395,753.4627955,134.4471488,26.99061196,46.11891516,295.8866481,115.900904,213.2374826,123.1825452,18.89429764,142.9594,148.1476,0.112676943,0.022800754,1.5343908
Ochiltree,137.7886203,158.8520047,37.88207547,8908.793927,343.2326061,-70.72464623,413.9572524,228.0958137,21.26208726,251.3216392,21.26208726,510.4743514,81.77948113,10.5285967,56.08402123,224.5377358,42.04805425,209.0256486,42.04805425,897.8195755,129.9047,528.94085,0.007147174,0.000472357,1.0430745
