id,Geography,rnott.low,rnott.high,rnott.high.slope,increase.cr,decrease.cr,decrease.b,increase.b,increase.alpha,decrease.alpha,July,September,October,November,August
141,"Lampasas County, Texas",0.287886102,1.575873376,0.289453072,0.798421291,0.504266078,0.269498669,1.070438639,0.855023621,0.213755905,0.746519743,0.469250317,0.019541979,1.91E-05,0.647141467
143,"Lavaca County, Texas",0.407288625,2.229476506,0.458936298,1.129571409,0.713413522,0.381274892,1.514409618,1.209649902,0.302412475,0.948836381,0.713028995,0.211714014,0.000673839,0.915547353
144,"Lee County, Texas",0.396638489,2.171178221,0.451818955,1.100034397,0.694758566,0.371304986,1.474809522,1.178018928,0.294504732,0.924025385,0.694384095,0.120665862,0.000209273,0.891606827
145,"Leon County, Texas",0.311584173,1.705595372,0.40238158,0.864145355,0.545776014,0.291683133,1.158554499,0.925407049,0.231351762,0.700412551,0.440268076,0.043204957,5.63E-05,0.700412551
146,"Liberty County, Texas",0.330414346,1.808670749,0.538748864,0.916368825,0.578759258,0.309310613,1.228570191,0.981332787,0.245333197,0.856800073,0.667276568,0.115955281,0.000201103,0.742741048
147,"Limestone County, Texas",0.293038539,1.604077548,0.508639595,0.812711025,0.513291174,0.274322018,1.089596801,0.870326395,0.217581599,0.682674669,0.513014512,0.040633378,5.30E-05,0.658723673
148,"Lipscomb County, Texas",0.020881369,0.114303514,0.021231894,0.057912241,0.036576153,0.019547665,0.077642595,0.062017803,0.015504451,0.050414856,0.009079328,5.39E-06,2.09E-09,0.046939396
149,"Live Oak County, Texas",0.499595181,2.734757738,0.542945679,1.385573763,0.875099219,0.467685781,1.85763044,1.483800982,0.370950246,1.123043998,0.874627545,0.384663744,0.007045362,1.123043998
150,"Llano County, Texas",0.218287947,1.19489674,0.288861116,0.605398259,0.382356795,0.204345785,0.811653817,0.648316643,0.162079161,0.566044215,0.355806299,0.034916445,4.55E-05,0.49069122
151,"Loving County, Texas",0.040017224,0.219052182,0.069797722,0.110983489,0.070094835,0.037461304,0.148794899,0.118851421,0.029712855,0.119704267,0.044036739,0.000806561,9.79E-07,0.089955039
152,"Lubbock County, Texas",0.036561216,0.200134174,0.052423036,0.10139862,0.064041234,0.034226033,0.135944522,0.108587053,0.027146763,0.10182684,0.018338231,9.97E-05,4.15E-08,0.08218625
153,"Lynn County, Texas",0.052939386,0.289787413,0.104633461,0.146821721,0.092729508,0.04955812,0.196843001,0.157230325,0.039307581,0.127814011,0.039330675,0.000125181,1.52E-07,0.119002868
157,"Madison County, Texas",0.298140916,1.632007692,0.584538483,0.826861922,0.522228582,0.279098504,1.108568823,0.885480488,0.221370122,0.670193347,0.42127277,0.041340885,0.000157304,0.670193347
158,"Marion County, Texas",0.216538465,1.185320166,0.357283353,0.600546257,0.379292373,0.202708043,0.805148767,0.643120669,0.160780167,0.561507618,0.255931814,0.003783409,1.44E-05,0.486758545
159,"Martin County, Texas",0.019666283,0.107652197,0.018085032,0.05454233,0.034447787,0.018410187,0.073124575,0.058408989,0.014602247,0.04920762,0.021641655,0.000396381,1.65E-07,0.044207994
160,"Mason County, Texas",0.170129486,0.931279856,0.223431104,0.47183592,0.298001634,0.159263229,0.63258759,0.505285695,0.126321424,0.369018044,0.201079969,0.011548549,1.13E-05,0.38243543
161,"Matagorda County, Texas",0.367686399,2.012696003,0.534728937,1.019738874,0.644045604,0.34420208,1.367157796,1.092031029,0.273007757,0.856577402,0.691358822,0.304061626,0.005569083,0.826525192
162,"Maverick County, Texas",0.223245171,1.222032322,0.611455209,0.619146588,0.391039951,0.208986388,0.83008612,0.663039631,0.165759908,0.520081159,0.390829182,0.116045792,0.000369348,0.501834603
154,"McCulloch County, Texas",0.251779256,1.378226402,0.29430433,0.698282819,0.441020728,0.235697986,0.93618359,0.747786051,0.186946513,0.652890794,0.297583719,0.017091012,1.67E-05,0.5659766
155,"McLennan County, Texas",0.438747304,2.401679659,0.694484196,1.216818688,0.768517066,0.410724289,1.631381522,1.303082386,0.325770596,1.022123817,0.619949433,0.060837681,7.93E-05,0.986263568
156,"McMullen County, Texas",0.533833111,2.922174363,0.265881592,1.480528996,0.935070945,0.499736917,1.984936351,1.585487859,0.396371965,1.200007713,0.934566946,0.411025268,0.002578547,1.200007713
163,"Medina County, Texas",0.426970762,2.337215487,0.675495536,1.184157709,0.747889079,0.399699921,1.587593143,1.268105978,0.317026494,0.994688699,0.747485971,0.129893585,0.000706402,0.959790985
164,"Menard County, Texas",0.175148338,0.958752788,0.304208144,0.485755169,0.306792739,0.163961524,0.651249044,0.520191719,0.13004793,0.45417855,0.207011866,0.011889234,1.16E-05,0.393717348
165,"Midland County, Texas",0.030486099,0.166879301,0.009166837,0.084549932,0.053399957,0.028538936,0.113355588,0.090543915,0.022635979,0.079053746,0.036032224,0.002069425,6.46E-07,0.068529945
166,"Milam County, Texas",0.349674536,1.914100013,0.509621646,0.969784899,0.612495726,0.327340644,1.300184802,1.038535677,0.259633919,0.814616223,0.612165594,0.048486652,6.32E-05,0.786036182
167,"Mills County, Texas",0.248468153,1.360101598,0.393203171,0.689099829,0.435220945,0.232598365,0.92387201,0.737952053,0.184488013,0.644304747,0.293670249,0.016866252,1.65E-05,0.558533546
168,"Mitchell County, Texas",0.037551627,0.205555633,0.07063953,0.10414542,0.065776055,0.035153186,0.13962714,0.111528581,0.027882145,0.112328881,0.051198832,0.000756866,9.18E-07,0.084412603
169,"Montague County, Texas",0.126280504,0.691252838,0.114883821,0.350225463,0.22119503,0.118214904,0.46954518,0.375053931,0.093763483,0.327458982,0.149253845,0.002206401,2.68E-06,0.283866955
170,"Montgomery County, Texas",0.242971223,1.33001169,0.180994665,0.673854681,0.42559243,0.227452526,0.903432932,0.721626134,0.180406533,0.566035783,0.425363038,0.073917012,0.000401984,0.546176952
171,"Moore County, Texas",0.012256123,0.067089375,0.017604395,0.033991047,0.021468029,0.011473319,0.045571592,0.036400767,0.009100192,0.034134595,0.002801938,3.65E-06,1.41E-09,0.027550638
172,"Morris County, Texas",0.53752439,2.942380233,0.764411644,1.490766365,0.941536652,0.503192432,1.99866153,1.596450984,0.399112746,1.393858777,0.635312493,0.009391747,3.57E-05,1.20830537
173,"Motley County, Texas",0.04446224,0.243383961,0.067882246,0.123311263,0.077880798,0.041622414,0.165322671,0.132053145,0.033013286,0.111250358,0.0307555,0.000306949,1.19E-07,0.099947024
174,"Nacogdoches County, Texas",0.284245301,1.555943825,0.52450333,0.78832392,0.497888792,0.266090408,1.056901155,0.844210419,0.211052605,0.737078755,0.463315863,0.019294838,5.93E-05,0.638957283
175,"Navarro County, Texas",0.299247821,1.638066827,0.477938266,0.829931802,0.524167454,0.280134709,1.112684593,0.888768001,0.222192,0.697140067,0.422836825,0.017609084,5.41E-05,0.672681566
176,"Newton County, Texas",0.202214223,1.106910016,0.452195887,0.560819504,0.354201792,0.189298697,0.751887347,0.600577575,0.150144394,0.524363311,0.329606353,0.032345357,0.000123075,0.454558966
177,"Nolan County, Texas",0.041510317,0.22722529,0.062645033,0.115124421,0.07271016,0.038859032,0.154346621,0.123285915,0.030821479,0.107640733,0.049062002,0.000725278,8.80E-07,0.093311373
178,"Nueces County, Texas",0.34272382,1.876052162,0.402726916,0.950507834,0.600320737,0.320833875,1.274340156,1.017892007,0.254473002,0.798423549,0.644421816,0.283418594,0.020167407,0.770411613
179,"Ochiltree County, Texas",0.013823526,0.075669256,0.008998955,0.038338071,0.024213518,0.012940611,0.051399622,0.041055964,0.010263991,0.03337478,0.006010541,3.57E-06,1.38E-09,0.031074015
180,"Oldham County, Texas",0.02229071,0.122018175,0.019532134,0.061820899,0.039044778,0.020866991,0.082882909,0.066203557,0.016550889,0.06433926,0.006313824,8.23E-06,3.18E-09,0.050107466
181,"Orange County, Texas",0.144338412,0.790100874,0.187640857,0.400307137,0.25282556,0.135119444,0.536689379,0.428686035,0.107171509,0.374285086,0.291493518,0.050653978,0.000275472,0.324459469
182,"Palo Pinto County, Texas",0.202187965,1.106766284,0.30431372,0.560746681,0.354155799,0.189274116,0.751789714,0.60049959,0.150124897,0.471025424,0.285691361,0.011897647,3.72E-06,0.454499942
183,"Panola County, Texas",0.213317735,1.167690057,0.234543293,0.591613906,0.373650888,0.199693022,0.793173218,0.633555079,0.15838877,0.553155917,0.347704922,0.014480208,1.42E-05,0.479518639
184,"Parker County, Texas",0.296947588,1.625475472,0.283273364,0.823552352,0.520138328,0.277981393,1.104131702,0.881936293,0.220484073,0.691781349,0.304247454,0.017473728,1.71E-05,0.667510854
185,"Parmer County, Texas",0.014765639,0.080826333,0.014750293,0.04095092,0.025863739,0.01382255,0.054902653,0.043854046,0.010963512,0.042619113,0.004182354,5.45E-06,6.61E-09,0.033191798
186,"Pecos County, Texas",0.034403595,0.188323467,0.062286026,0.095414688,0.060261908,0.032206219,0.1279219,0.102178903,0.025544726,0.089212235,0.056077378,0.002335348,2.29E-06,0.077336115
187,"Polk County, Texas",0.26375354,1.443773,0.405371212,0.731492213,0.461995082,0.246907466,0.980707225,0.783349752,0.195837438,0.683941404,0.429914578,0.042188934,0.000160531,0.592893688
188,"Potter County, Texas",0.03504067,0.191810786,0.044126138,0.097181549,0.06137782,0.032802605,0.13029072,0.104071022,0.026017755,0.09759196,0.017575562,1.04E-05,1.27E-08,0.078768203
189,"Presidio County, Texas",0.00456783,0.025004061,0.008310281,0.012668388,0.008001087,0.00427608,0.016984431,0.013566485,0.003391621,0.011028324,0.005398824,9.89E-05,3.76E-07,0.010268062
190,"Rains County, Texas",0.338393695,1.852349286,0.642860493,0.938498696,0.592736018,0.316780317,1.258239577,1.005031507,0.251257877,0.76067789,0.346712432,0.019912603,1.95E-05,0.76067789
191,"Randall County, Texas",0.042554506,0.232941128,0.051000361,0.118020368,0.07453918,0.039836528,0.158229201,0.126387164,0.031596791,0.118518785,0.021344322,1.27E-05,1.54E-08,0.095658614
192,"Reagan County, Texas",0.093605941,0.512393994,0.063263059,0.259606058,0.163961721,0.087627281,0.348052285,0.278010261,0.069502565,0.280005189,0.103008152,0.00188666,2.29E-06,0.210417541
193,"Real County, Texas",0.157371645,0.861444108,0.371093525,0.436453415,0.275654789,0.147320238,0.585150478,0.467394825,0.116848706,0.393764507,0.214564454,0.012322999,3.78E-05,0.353756979
194,"Red River County, Texas",0.147990928,0.810094557,0.236996397,0.410437001,0.259223369,0.138538672,0.550270427,0.439534034,0.109883508,0.383756455,0.174913897,0.002585731,3.14E-06,0.33266999
195,"Reeves County, Texas",0.020926788,0.114552135,0.051313312,0.058038206,0.036655709,0.019590183,0.077811475,0.062152698,0.015538174,0.052361569,0.023028771,0.000421787,5.12E-07,0.047041493
196,"Refugio County, Texas",0.443525802,2.427836908,0.467581043,1.230071342,0.776887163,0.415197582,1.649149276,1.317274558,0.329318639,1.033256004,0.833959258,0.366777713,0.006717768,0.997005193
197,"Roberts County, Texas",0.032299884,0.176807865,0.033715043,0.089580271,0.056577013,0.030236874,0.120099732,0.095930868,0.023982717,0.077983105,0.014044158,2.44E-05,1.01E-08,0.072607167
198,"Robertson County, Texas",0.272486606,1.491577345,0.298723461,0.755712437,0.477292066,0.255082747,1.013179135,0.809287016,0.202321754,0.634796037,0.385023259,0.037783601,0.000143768,0.612524818
199,"Rockwall County, Texas",0.07411489,0.405701007,0.065338557,0.205549714,0.129820872,0.069381134,0.275579269,0.220121711,0.055030428,0.172661104,0.104724253,0.004361253,4.27E-06,0.166603452
200,"Runnels County, Texas",0.144083111,0.788703372,0.220937744,0.399599088,0.252378372,0.134880449,0.535740103,0.427927791,0.106981948,0.373623064,0.170295158,0.009780497,9.58E-06,0.323885577
201,"Rusk County, Texas",0.239637127,1.311761025,0.37638789,0.664607923,0.419752372,0.224331381,0.891035859,0.711723847,0.177930962,0.621404942,0.390605163,0.016266793,1.59E-05,0.538682211
202,"Sabine County, Texas",0.196517689,1.075727493,0.328542593,0.545020778,0.344223649,0.183966004,0.730706091,0.583658834,0.145914708,0.509591586,0.320321083,0.013339805,4.10E-05,0.441753683
203,"San Augustine County, Texas",0.34450171,1.885784238,0.629892842,0.955438621,0.603434919,0.32249821,1.280950833,1.023172351,0.255793088,0.893330129,0.561532966,0.0233851,7.18E-05,0.774408146
204,"San Jacinto County, Texas",0.236382316,1.29394436,0.453034468,0.655581053,0.414051191,0.221284456,0.878933588,0.702057037,0.175514259,0.612964866,0.385299866,0.037810745,0.000143871,0.531365695
205,"San Patricio County, Texas",0.432962947,2.370016393,0.587381592,1.200776393,0.75838509,0.405309382,1.609873713,1.285902807,0.321475702,1.00864834,0.814097976,0.358042663,0.00655778,0.973260866
206,"San Saba County, Texas",0.2918086,1.597344924,0.478557127,0.80929992,0.511136791,0.273170635,1.085023552,0.866673466,0.216668367,0.756691205,0.475643934,0.019808242,6.08E-05,0.655958882
207,"Schleicher County, Texas",0.197181119,1.079359071,0.212322209,0.546860729,0.345385724,0.18458706,0.733172902,0.585629223,0.146407306,0.51131193,0.233052919,0.01338484,1.31E-05,0.443245012
208,"Scurry County, Texas",0.032214356,0.176339689,0.027018929,0.089343068,0.056427201,0.030156808,0.119781716,0.095676849,0.023919212,0.096363401,0.035450114,0.000649291,7.88E-07,0.072414908
209,"Shackelford County, Texas",0.086016674,0.470850748,0.025527772,0.238558039,0.150668235,0.080522745,0.319833333,0.255470089,0.063867522,0.231160573,0.101665094,0.005838893,1.82E-06,0.193357568
210,"Shelby County, Texas",0.301611689,1.65100652,0.38966438,0.836487739,0.528308046,0.282347596,1.121474098,0.895788706,0.223947177,0.782111674,0.491622832,0.020473685,6.29E-05,0.677995325
211,"Sherman County, Texas",0.0050407,0.027592525,0.002915197,0.013979841,0.008829373,0.004718748,0.018742689,0.014970911,0.003742728,0.011743022,0.001152381,1.50E-06,5.81E-10,0.011331029
212,"Smith County, Texas",0.259900922,1.422683975,0.295967515,0.72080739,0.455246773,0.243300917,0.966382148,0.771907453,0.192976863,0.673951151,0.423634866,0.017642319,5.42E-05,0.584233359
213,"Somervell County, Texas",0.289309918,1.583667269,0.360128002,0.802370092,0.506760058,0.270831545,1.075732773,0.859252363,0.214813091,0.777489331,0.341942074,0.019638629,1.92E-05,0.650342074
214,"Starr County, Texas",0.966081772,5.288280796,3.090255356,2.679324395,1.692204881,0.904377635,3.592154158,2.869269234,0.717317309,2.021954525,1.882566601,0.858062596,0.116126144,2.171662931
215,"Stephens County, Texas",0.114477126,0.626641763,0.092501024,0.317490055,0.200520035,0.107165413,0.425657014,0.339997818,0.084999454,0.30764498,0.135303159,0.00200017,2.43E-06,0.257334045
216,"Sterling County, Texas",0.053247995,0.291476723,0.042513864,0.147677615,0.093270073,0.049847018,0.197990493,0.158146896,0.039536724,0.159281717,0.072599654,0.001073232,1.30E-06,0.119696593
217,"Stonewall County, Texas",0.068057686,0.372544191,0.056838211,0.188750707,0.119210973,0.063710807,0.253056942,0.202131776,0.050532944,0.176480927,0.064923705,0.000407296,4.94E-07,0.152987415
218,"Sutton County, Texas",0.172828813,0.946055832,0.096691063,0.479322216,0.302729821,0.161790149,0.642624422,0.513302715,0.128325679,0.51698604,0.235639145,0.013533373,1.33E-05,0.38850327
219,"Swisher County, Texas",0.049162352,0.269112129,0.060413992,0.136346522,0.086113593,0.046022327,0.182798964,0.14601251,0.036503127,0.114530643,0.024658659,4.28E-05,1.78E-08,0.110512444
220,"Tarrant County, Texas",0.375960072,2.057985654,0.384128428,1.04268502,0.658537907,0.35194731,1.397921557,1.116603892,0.279150973,0.875852091,0.531231147,0.022123177,2.17E-05,0.845123648
221,"Taylor County, Texas",0.082682102,0.452597475,0.097619434,0.22930996,0.144827343,0.077401154,0.307434488,0.245566387,0.061391597,0.214403616,0.097723886,0.005612539,1.75E-06,0.185861757
222,"Terrell County, Texas",0.070596797,0.38644315,0.053815163,0.195792659,0.123658522,0.066087743,0.262498045,0.209672951,0.052418238,0.189721308,0.11507179,0.011292374,4.69E-06,0.158695103
223,"Terry County, Texas",0.029747681,0.162837242,0.050939368,0.08250201,0.052106532,0.027847682,0.11060995,0.088350809,0.022087702,0.082850427,0.014920725,8.11E-05,3.37E-08,0.06687005
224,"Throckmorton County, Texas",0.073685598,0.403351088,0.061926322,0.20435912,0.129068918,0.068979261,0.273983047,0.218846712,0.054711678,0.171661009,0.075497012,0.001116063,1.35E-06,0.165638445
225,"Titus County, Texas",0.277616574,1.519658523,0.544472153,0.769939856,0.486277804,0.259885062,1.03225375,0.824523057,0.206130764,0.71988975,0.328121442,0.004850579,5.89E-06,0.624056515
226,"Tom Green County, Texas",0.167937354,0.919280239,0.199873782,0.465756276,0.294161859,0.157211109,0.624436648,0.498775048,0.124693762,0.43547969,0.198489038,0.002934239,3.56E-06,0.377507719
227,"Travis County, Texas",0.399151533,2.184934493,0.313031058,1.107004056,0.699160456,0.37365752,1.484153703,1.185482686,0.296370671,0.929879876,0.698783612,0.121430384,0.000210599,0.897255919
228,"Trinity County, Texas",0.263437225,1.442041513,0.500619499,0.730614949,0.461441021,0.246611355,0.979531083,0.782410297,0.195602574,0.683121168,0.429398991,0.042138338,5.49E-05,0.592182643
229,"Tyler County, Texas",0.339518146,1.858504471,0.702138595,0.94161724,0.594705625,0.317832949,1.26242059,1.008371134,0.252092783,0.880407209,0.553409827,0.05430793,0.000206644,0.763205553
230,"Upshur County, Texas",0.343036065,1.877761373,0.544002903,0.951373811,0.60086767,0.321126176,1.275501166,1.018819375,0.254704844,0.889529552,0.405442249,0.005993603,2.28E-05,0.77111351
231,"Upton County, Texas",0.052589537,0.287872358,0.034255827,0.145851452,0.092116706,0.049230616,0.195542167,0.156191271,0.039047818,0.136370347,0.062156788,0.003569827,3.50E-06,0.11821644
232,"Uvalde County, Texas",0.219143335,1.199579085,0.370517344,0.607770584,0.383855106,0.205146538,0.814834379,0.650857149,0.162714287,0.568262327,0.442563145,0.076905943,0.000133379,0.492614052
233,"Val Verde County, Texas",0.195551824,1.070440396,0.34858921,0.542342053,0.342531823,0.183061829,0.72711474,0.580790206,0.145197552,0.455565595,0.3423472,0.027115652,3.53E-05,0.439582506
234,"Van Zandt County, Texas",0.194082443,1.062397081,0.33937547,0.538266882,0.339958031,0.181686298,0.721651183,0.576426135,0.144106534,0.436279473,0.274238267,0.011420682,1.12E-05,0.436279473
235,"Victoria County, Texas",0.277972709,1.521607984,0.271692526,0.770927557,0.486901615,0.26021845,1.033577954,0.825580778,0.206395195,0.647576689,0.522670638,0.14449389,0.001442091,0.624857072
236,"Walker County, Texas",0.279799292,1.531606602,0.764162664,0.775993388,0.490101087,0.261928368,1.040369685,0.831005741,0.207751435,0.725549772,0.456068929,0.044755547,0.000170297,0.628963062
237,"Waller County, Texas",0.397260112,2.174580952,0.671930661,1.101758401,0.695847411,0.371886905,1.477120885,1.179865152,0.294966288,0.925473543,0.695472353,0.120854973,0.000657248,0.893004178
238,"Ward County, Texas",0.021939871,0.120097701,0.020946896,0.060847885,0.038430243,0.020538561,0.081578395,0.065161563,0.016290391,0.056892455,0.025931241,0.001489299,4.65E-07,0.049318812
239,"Washington County, Texas",0.205984743,1.127549648,0.188328385,0.571276639,0.360806298,0.192828392,0.765907166,0.611776046,0.152944011,0.479870555,0.360611825,0.062664939,0.000340792,0.463034749
240,"Webb County, Texas",0.504936282,2.763994642,1.158851689,1.400386734,0.88445478,0.472685743,1.877490101,1.499664087,0.374916022,1.1350503,1.056803088,0.388776129,0.007120683,1.1350503
241,"Wharton County, Texas",0.412998608,2.260732655,0.516643573,1.145407437,0.723415223,0.386620176,1.535640886,1.22660859,0.306652148,0.962138594,0.723025306,0.214682139,0.002142591,0.92838287
242,"Wheeler County, Texas",0.041592181,0.22767341,0.03474114,0.115351462,0.072853555,0.038935667,0.154651014,0.123529051,0.030882263,0.111774519,0.030900406,3.14E-05,4.09E-08,0.093495395
243,"Wichita County, Texas",0.051632197,0.28263193,0.065320304,0.143196372,0.090439814,0.048334422,0.191982518,0.153347966,0.038336991,0.138755984,0.061025286,0.000308996,3.75E-07,0.116064428
244,"Wilbarger County, Texas",0.061684078,0.337655396,0.083133729,0.171074187,0.108046855,0.057744284,0.229358138,0.183202117,0.045800529,0.165769334,0.072905836,0.000369152,4.48E-07,0.138660131
245,"Willacy County, Texas",0.245253676,1.342505721,0.672172878,0.680184822,0.429590414,0.229589198,0.911919713,0.728405036,0.182101259,0.531965588,0.513302077,0.233960016,0.031663045,0.551307697
246,"Williamson County, Texas",0.267865351,1.466280839,0.363122198,0.742895882,0.469197399,0.250756654,0.995996056,0.795561859,0.198890465,0.624030171,0.468944504,0.037142808,0.00014133,0.602136662
247,"Wilson County, Texas",0.554315447,3.034293593,0.739951926,1.537334563,0.970948145,0.518911035,2.061095234,1.646320532,0.411580133,1.29135613,0.970424809,0.2881405,0.000917088,1.246050119
248,"Winkler County, Texas",0.0343775,0.188180624,0.043762937,0.095342315,0.060216199,0.032181791,0.127824871,0.1021014,0.02552535,0.102834053,0.046871146,0.00069289,8.41E-07,0.077277456
249,"Wise County, Texas",0.291832636,1.597476499,0.347700032,0.809366582,0.511178894,0.273193137,1.085112926,0.866744855,0.216686214,0.756753534,0.344923734,0.005098965,6.19E-06,0.656012914
250,"Wood County, Texas",0.358063873,1.960022802,0.616860833,0.993051828,0.627190628,0.33519415,1.331378633,1.063452063,0.265863016,0.92849828,0.423203962,0.006256172,2.38E-05,0.804894639
251,"Yoakum County, Texas",0.013306399,0.072838528,0.014423316,0.036903873,0.023307709,0.012456512,0.049476802,0.039520093,0.009880023,0.037059723,0.006674171,1.16E-05,1.51E-08,0.02991156
252,"Young County, Texas",0.110941735,0.607289223,0.094630148,0.307685029,0.194327387,0.10385583,0.412511474,0.329497686,0.082374421,0.258454443,0.113669018,0.001680355,2.04E-06,0.249386813
253,"Zapata County, Texas",0.450633262,2.466742771,0.844496182,1.249783122,0.789336709,0.421851085,1.675576741,1.338383761,0.33459594,1.01298211,0.943149939,0.429882101,0.024689255,1.01298211
254,"Zavala County, Texas",0.395277076,2.163725917,1.200468504,1.096258663,0.692373892,0.370030527,1.469747419,1.173975522,0.29349388,0.857372681,0.692000706,0.191305704,0.000608884,0.888546495
